Chip Run Info,C:\Users\Teyton Lab\Dropbox (Scripps Research)\Teyton Lab\Biomark\SMS Files\20200203-GE-96x96-TNet006-Plate2\ChipRun.bml,1362427296,96.96 (136x),GE 96x96 Fast PCR+Melt v2,ROX,EvaGreen,2/3/2020 5:25:12 PM,00:30:38,BIOMARKHD178
Application Version,4.0.1
Application Build,20130423.0820
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S18-A24,Alt1-9 Cell14,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A25,Alt1-9 Cell14,Unknown,1,BCL2,Test,23.8762675557028,1,Pass,0.0174594131105956,85.2440890092539,999,1,
S18-A26,Alt1-9 Cell14,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A27,Alt1-9 Cell14,Unknown,1,CD44,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A28,Alt1-9 Cell14,Unknown,1,CXCR3,Test,16.5080350391931,1,Pass,0.0174594131105956,86.1436128078536,999,1,
S18-A29,Alt1-9 Cell14,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A30,Alt1-9 Cell14,Unknown,1,IFNAR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A31,Alt1-9 Cell14,Unknown,1,IL25,Test,15.9251947173539,1,Pass,0.0174594131105956,84.6290111454977,999,1,
S18-A32,Alt1-9 Cell14,Unknown,1,IL7R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A33,Alt1-9 Cell14,Unknown,1,JAK2,Test,16.4448390026749,0,Fail,0.0174594131105956,999,999,0,
S18-A34,Alt1-9 Cell14,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A35,Alt1-9 Cell14,Unknown,1,STAT3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A36,Alt1-9 Cell14,Unknown,1,TNFRSF1B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A37,Alt1-9 Cell14,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A38,Alt1-9 Cell14,Unknown,1,CCR6,Test,14.9352374793233,1,Pass,0.0174594131105956,84.632784102992,999,1,
S18-A39,Alt1-9 Cell14,Unknown,1,CD52,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A40,Alt1-9 Cell14,Unknown,1,CXCR4,Test,14.7663484997634,1,Pass,0.0174594131105956,81.697685196796,999,1,
S18-A41,Alt1-9 Cell14,Unknown,1,ICAM1,Test,16.3736375466319,0,Fail,0.0174594131105956,999,89.0126075544715,0,
S18-A42,Alt1-9 Cell14,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A43,Alt1-9 Cell14,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A44,Alt1-9 Cell14,Unknown,1,IRF1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A45,Alt1-9 Cell14,Unknown,1,LY6E,Test,17.6804443675334,0,Fail,0.0174594131105956,999,89.8780484394524,0,
S18-A46,Alt1-9 Cell14,Unknown,1,PTEN,Test,19.2088842205117,1,Pass,0.0174594131105956,79.0117282821857,999,1,
S18-A47,Alt1-9 Cell14,Unknown,1,STAT4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A48,Alt1-9 Cell14,Unknown,1,TRAF2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A54,Alt1-9 Cell14,Unknown,1,IFNGR1,Test,26.5019470527152,0,Fail,0.0174594131105956,999,77.9426263649094,0,
S18-A53,Alt1-9 Cell14,Unknown,1,ICOS,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A52,Alt1-9 Cell14,Unknown,1,FOXP3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A51,Alt1-9 Cell14,Unknown,1,CD53,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A50,Alt1-9 Cell14,Unknown,1,CCR7,Test,14.9881638882504,1,Pass,0.0174594131105956,81.3675422875229,999,1,
S18-A49,Alt1-9 Cell14,Unknown,1,C3,Test,21.4221599014017,0,Fail,0.0174594131105956,999,86.5997363586355,0,
S18-A60,Alt1-9 Cell14,Unknown,1,TYK2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A59,Alt1-9 Cell14,Unknown,1,STAT5B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A58,Alt1-9 Cell14,Unknown,1,RAC1,Test,15.4557726984794,0,Fail,0.0174594131105956,999,81.6126959569658,0,
S18-A57,Alt1-9 Cell14,Unknown,1,NFKB1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A56,Alt1-9 Cell14,Unknown,1,IRF2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A55,Alt1-9 Cell14,Unknown,1,IL3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A66,Alt1-9 Cell14,Unknown,1,IL10,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A65,Alt1-9 Cell14,Unknown,1,IFI44,Test,13.9967875352618,1,Pass,0.0174594131105956,79.5013472357723,999,1,
S18-A64,Alt1-9 Cell14,Unknown,1,FYN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A63,Alt1-9 Cell14,Unknown,1,CD8A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A62,Alt1-9 Cell14,Unknown,1,CD274,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A61,Alt1-9 Cell14,Unknown,1,C5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A72,Alt1-9 Cell14,Unknown,1,VAV1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A71,Alt1-9 Cell14,Unknown,1,TBX21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A70,Alt1-9 Cell14,Unknown,1,RAC2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A69,Alt1-9 Cell14,Unknown,1,NLRP3,Test,18.1996558557737,1,Pass,0.0174594131105956,83.7585712650065,999,1,
S18-A68,Alt1-9 Cell14,Unknown,1,IRF4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A67,Alt1-9 Cell14,Unknown,1,IL4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A78,Alt1-9 Cell14,Unknown,1,IL12RB1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A77,Alt1-9 Cell14,Unknown,1,IFI44L,Test,18.01597221307,0,Fail,0.0174594131105956,999,82.3179175587325,0,
S18-A76,Alt1-9 Cell14,Unknown,1,GAPDH,Test,15.8809430093524,1,Pass,0.0174594131105956,81.0332699524606,999,1,
S18-A75,Alt1-9 Cell14,Unknown,1,CDC42,Test,14.7316285329755,0,Pass,0.0174594131105956,999,71.2163340890569,0,
S18-A74,Alt1-9 Cell14,Unknown,1,CD28,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A73,Alt1-9 Cell14,Unknown,1,CCR1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A84,Alt1-9 Cell14,Unknown,1,ZAP70,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A83,Alt1-9 Cell14,Unknown,1,TGFBR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A82,Alt1-9 Cell14,Unknown,1,RORC,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A81,Alt1-9 Cell14,Unknown,1,NR4A1,Test,20.6831264052342,0,Fail,0.0174594131105956,999,91.0063073589259,0,
S18-A80,Alt1-9 Cell14,Unknown,1,IRF7,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A79,Alt1-9 Cell14,Unknown,1,IL4R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A90,Alt1-9 Cell14,Unknown,1,IL17A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A89,Alt1-9 Cell14,Unknown,1,IFIT1,Test,14.9610712116255,1,Pass,0.0174594131105956,80.0900444061402,999,1,
S18-A88,Alt1-9 Cell14,Unknown,1,GATA3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A87,Alt1-9 Cell14,Unknown,1,CTLA4,Test,14.4996552468684,1,Pass,0.0174594131105956,84.0085972409165,999,1,
S18-A86,Alt1-9 Cell14,Unknown,1,CD3E,Test,999,0,Pass,0.0174594131105956,999,999,0,
S18-A85,Alt1-9 Cell14,Unknown,1,CCR2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A96,Alt1-9 Cell14,Unknown,1,ZEB2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A95,Alt1-9 Cell14,Unknown,1,TNF,Test,16.1351305827618,0,Pass,0.0174594131105956,999,88.4353601367108,0,
S18-A94,Alt1-9 Cell14,Unknown,1,RPL13A,Test,16.8189960665027,1,Pass,0.0174594131105956,88.7561807864917,999,1,
S18-A93,Alt1-9 Cell14,Unknown,1,PDCD1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S18-A92,Alt1-9 Cell14,Unknown,1,IRF9,Test,15.2840530914117,1,Pass,0.0174594131105956,87.6032955253673,999,1,
S18-A91,Alt1-9 Cell14,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A01,CXCR3+PD1+ Cell3,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A02,CXCR3+PD1+ Cell3,Unknown,1,CCR3,Test,15.4150828820275,1,Pass,0.0174594131105956,77.8637815145632,999,1,
S83-A03,CXCR3+PD1+ Cell3,Unknown,1,CD4,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A04,CXCR3+PD1+ Cell3,Unknown,1,CXCL10,Test,14.7888861471472,1,Pass,0.0174594131105956,80.031748530661,999,1,
S83-A05,CXCR3+PD1+ Cell3,Unknown,1,GSK3A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A06,CXCR3+PD1+ Cell3,Unknown,1,IFIT3,Test,15.0568590194091,1,Pass,0.0174594131105956,79.5731762880706,999,1,
S83-A07,CXCR3+PD1+ Cell3,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A08,CXCR3+PD1+ Cell3,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A09,CXCR3+PD1+ Cell3,Unknown,1,ISG15,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A10,CXCR3+PD1+ Cell3,Unknown,1,PPARA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A11,CXCR3+PD1+ Cell3,Unknown,1,SOCS3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A12,CXCR3+PD1+ Cell3,Unknown,1,TNFAIP3,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A13,CXCR3+PD1+ Cell3,Unknown,1,B2M,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A14,CXCR3+PD1+ Cell3,Unknown,1,CCR4,Test,16.5467860548442,0,Fail,0.0174594131105956,999,76.6490648167717,0,
S83-A15,CXCR3+PD1+ Cell3,Unknown,1,CD40,Test,15.0168966217259,1,Pass,0.0174594131105956,87.4297162037068,999,1,
S83-A16,CXCR3+PD1+ Cell3,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A17,CXCR3+PD1+ Cell3,Unknown,1,GSK3B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A18,CXCR3+PD1+ Cell3,Unknown,1,IFNAR1,Test,25.9370937449393,0,Pass,0.0174594131105956,999,999,0,
S83-A19,CXCR3+PD1+ Cell3,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A20,CXCR3+PD1+ Cell3,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A21,CXCR3+PD1+ Cell3,Unknown,1,JAK1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A22,CXCR3+PD1+ Cell3,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A23,CXCR3+PD1+ Cell3,Unknown,1,STAT1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A24,CXCR3+PD1+ Cell3,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A25,CXCR3+PD1+ Cell3,Unknown,1,BCL2,Test,21.5965564095116,1,Pass,0.0174594131105956,85.3790725175695,999,1,
S83-A26,CXCR3+PD1+ Cell3,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A27,CXCR3+PD1+ Cell3,Unknown,1,CD44,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A28,CXCR3+PD1+ Cell3,Unknown,1,CXCR3,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A29,CXCR3+PD1+ Cell3,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A30,CXCR3+PD1+ Cell3,Unknown,1,IFNAR2,Test,24.5856066639835,0,Pass,0.0174594131105956,999,77.383556701671,0,
S83-A31,CXCR3+PD1+ Cell3,Unknown,1,IL25,Test,14.5021786223685,1,Pass,0.0174594131105956,84.6526472933417,999,1,
S83-A32,CXCR3+PD1+ Cell3,Unknown,1,IL7R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A33,CXCR3+PD1+ Cell3,Unknown,1,JAK2,Test,16.1925459309341,0,Fail,0.0174594131105956,999,999,0,
S83-A34,CXCR3+PD1+ Cell3,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A35,CXCR3+PD1+ Cell3,Unknown,1,STAT3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A36,CXCR3+PD1+ Cell3,Unknown,1,TNFRSF1B,Test,27.4435378164099,0,Fail,0.0174594131105956,999,71.0402579385944,0,
S83-A37,CXCR3+PD1+ Cell3,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A38,CXCR3+PD1+ Cell3,Unknown,1,CCR6,Test,14.8802450335515,1,Pass,0.0174594131105956,84.6542881553062,999,1,
S83-A39,CXCR3+PD1+ Cell3,Unknown,1,CD52,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A40,CXCR3+PD1+ Cell3,Unknown,1,CXCR4,Test,14.8595150705927,1,Pass,0.0174594131105956,81.8938135832135,999,1,
S83-A41,CXCR3+PD1+ Cell3,Unknown,1,ICAM1,Test,16.6004693016807,0,Fail,0.0174594131105956,999,88.9971047884218,0,
S83-A42,CXCR3+PD1+ Cell3,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A43,CXCR3+PD1+ Cell3,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A44,CXCR3+PD1+ Cell3,Unknown,1,IRF1,Test,21.9111487775273,0,Pass,0.0174594131105956,999,88.0832322383647,0,
S83-A45,CXCR3+PD1+ Cell3,Unknown,1,LY6E,Test,18.077006807504,0,Fail,0.0174594131105956,999,89.8369138254325,0,
S83-A46,CXCR3+PD1+ Cell3,Unknown,1,PTEN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A47,CXCR3+PD1+ Cell3,Unknown,1,STAT4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A48,CXCR3+PD1+ Cell3,Unknown,1,TRAF2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A54,CXCR3+PD1+ Cell3,Unknown,1,IFNGR1,Test,18.3650124125225,0,Fail,0.0174594131105956,999,78.5473140257519,0,
S83-A53,CXCR3+PD1+ Cell3,Unknown,1,ICOS,Test,23.3704595163442,0,Pass,0.0174594131105956,999,78.8677572912818,0,
S83-A52,CXCR3+PD1+ Cell3,Unknown,1,FOXP3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A51,CXCR3+PD1+ Cell3,Unknown,1,CD53,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A50,CXCR3+PD1+ Cell3,Unknown,1,CCR7,Test,15.3635873162505,1,Pass,0.0174594131105956,81.3954243008612,999,1,
S83-A49,CXCR3+PD1+ Cell3,Unknown,1,C3,Test,20.5516188331828,0,Fail,0.0174594131105956,999,86.606918966464,0,
S83-A60,CXCR3+PD1+ Cell3,Unknown,1,TYK2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A59,CXCR3+PD1+ Cell3,Unknown,1,STAT5B,Test,16.6975152793389,0,Fail,0.0174594131105956,999,999,0,
S83-A58,CXCR3+PD1+ Cell3,Unknown,1,RAC1,Test,17.2084597919931,0,Fail,0.0174594131105956,999,999,0,
S83-A57,CXCR3+PD1+ Cell3,Unknown,1,NFKB1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A56,CXCR3+PD1+ Cell3,Unknown,1,IRF2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A55,CXCR3+PD1+ Cell3,Unknown,1,IL3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A66,CXCR3+PD1+ Cell3,Unknown,1,IL10,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A65,CXCR3+PD1+ Cell3,Unknown,1,IFI44,Test,13.9005384306626,1,Pass,0.0174594131105956,79.4901453059232,999,1,
S83-A64,CXCR3+PD1+ Cell3,Unknown,1,FYN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A63,CXCR3+PD1+ Cell3,Unknown,1,CD8A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A62,CXCR3+PD1+ Cell3,Unknown,1,CD274,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A61,CXCR3+PD1+ Cell3,Unknown,1,C5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A72,CXCR3+PD1+ Cell3,Unknown,1,VAV1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A71,CXCR3+PD1+ Cell3,Unknown,1,TBX21,Test,26.2748029682723,0,Fail,0.0174594131105956,999,88.2685049058892,0,
S83-A70,CXCR3+PD1+ Cell3,Unknown,1,RAC2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A69,CXCR3+PD1+ Cell3,Unknown,1,NLRP3,Test,16.1637412363507,1,Pass,0.0174594131105956,83.7295580111628,999,1,
S83-A68,CXCR3+PD1+ Cell3,Unknown,1,IRF4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A67,CXCR3+PD1+ Cell3,Unknown,1,IL4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A78,CXCR3+PD1+ Cell3,Unknown,1,IL12RB1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A77,CXCR3+PD1+ Cell3,Unknown,1,IFI44L,Test,17.0981575347816,0,Fail,0.0174594131105956,999,82.2935968744212,0,
S83-A76,CXCR3+PD1+ Cell3,Unknown,1,GAPDH,Test,16.2921185609862,1,Pass,0.0174594131105956,81.0618832451216,999,1,
S83-A75,CXCR3+PD1+ Cell3,Unknown,1,CDC42,Test,13.9451144625128,1,Pass,0.0174594131105956,78.0573991748132,999,1,
S83-A74,CXCR3+PD1+ Cell3,Unknown,1,CD28,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A73,CXCR3+PD1+ Cell3,Unknown,1,CCR1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A84,CXCR3+PD1+ Cell3,Unknown,1,ZAP70,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A83,CXCR3+PD1+ Cell3,Unknown,1,TGFBR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A82,CXCR3+PD1+ Cell3,Unknown,1,RORC,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A81,CXCR3+PD1+ Cell3,Unknown,1,NR4A1,Test,19.782298506354,0,Fail,0.0174594131105956,999,90.9899622612869,0,
S83-A80,CXCR3+PD1+ Cell3,Unknown,1,IRF7,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A79,CXCR3+PD1+ Cell3,Unknown,1,IL4R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A90,CXCR3+PD1+ Cell3,Unknown,1,IL17A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A89,CXCR3+PD1+ Cell3,Unknown,1,IFIT1,Test,14.7674404385057,1,Pass,0.0174594131105956,80.0514426910064,999,1,
S83-A88,CXCR3+PD1+ Cell3,Unknown,1,GATA3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A87,CXCR3+PD1+ Cell3,Unknown,1,CTLA4,Test,14.5491919763031,1,Pass,0.0174594131105956,84.017548913567,999,1,
S83-A86,CXCR3+PD1+ Cell3,Unknown,1,CD3E,Test,999,0,Pass,0.0174594131105956,999,999,0,
S83-A85,CXCR3+PD1+ Cell3,Unknown,1,CCR2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A96,CXCR3+PD1+ Cell3,Unknown,1,ZEB2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A95,CXCR3+PD1+ Cell3,Unknown,1,TNF,Test,16.0791998347144,0,Pass,0.0174594131105956,999,88.425955781948,0,
S83-A94,CXCR3+PD1+ Cell3,Unknown,1,RPL13A,Test,16.3221849912396,1,Pass,0.0174594131105956,88.5891680685746,999,1,
S83-A93,CXCR3+PD1+ Cell3,Unknown,1,PDCD1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S83-A92,CXCR3+PD1+ Cell3,Unknown,1,IRF9,Test,15.4092876318241,1,Pass,0.0174594131105956,87.6313333824613,999,1,
S83-A91,CXCR3+PD1+ Cell3,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A01,Alt1-9 Cell6,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S17-A02,Alt1-9 Cell6,Unknown,1,CCR3,Test,15.2444694932017,1,Pass,0.0174594131105956,77.895672087756,999,1,
S17-A03,Alt1-9 Cell6,Unknown,1,CD4,Test,999,0,Pass,0.0174594131105956,999,999,0,
S17-A04,Alt1-9 Cell6,Unknown,1,CXCL10,Test,14.6021267103919,1,Pass,0.0174594131105956,80.0685552955424,999,1,
S17-A05,Alt1-9 Cell6,Unknown,1,GSK3A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A06,Alt1-9 Cell6,Unknown,1,IFIT3,Test,14.9090756309155,1,Pass,0.0174594131105956,79.63218074722,999,1,
S17-A07,Alt1-9 Cell6,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A08,Alt1-9 Cell6,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A09,Alt1-9 Cell6,Unknown,1,ISG15,Test,25.2616394486035,0,Fail,0.0174594131105956,999,91.5908186425496,0,
S17-A10,Alt1-9 Cell6,Unknown,1,PPARA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A11,Alt1-9 Cell6,Unknown,1,SOCS3,Test,18.3812143701702,1,Pass,0.0174594131105956,86.2309374928124,999,1,
S17-A12,Alt1-9 Cell6,Unknown,1,TNFAIP3,Test,999,0,Pass,0.0174594131105956,999,999,0,
S17-A13,Alt1-9 Cell6,Unknown,1,B2M,Test,999,0,Pass,0.0174594131105956,999,999,0,
S17-A14,Alt1-9 Cell6,Unknown,1,CCR4,Test,17.5178618193187,0,Fail,0.0174594131105956,999,76.6553319442165,0,
S17-A15,Alt1-9 Cell6,Unknown,1,CD40,Test,14.5605591353467,1,Pass,0.0174594131105956,87.5861052680744,999,1,
S17-A16,Alt1-9 Cell6,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A17,Alt1-9 Cell6,Unknown,1,GSK3B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A18,Alt1-9 Cell6,Unknown,1,IFNAR1,Test,25.9328520224937,0,Pass,0.0174594131105956,999,78.6332307113668,0,
S17-A19,Alt1-9 Cell6,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A20,Alt1-9 Cell6,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A21,Alt1-9 Cell6,Unknown,1,JAK1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S17-A22,Alt1-9 Cell6,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A23,Alt1-9 Cell6,Unknown,1,STAT1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A24,Alt1-9 Cell6,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A25,Alt1-9 Cell6,Unknown,1,BCL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A26,Alt1-9 Cell6,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A27,Alt1-9 Cell6,Unknown,1,CD44,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A28,Alt1-9 Cell6,Unknown,1,CXCR3,Test,16.6965303959239,1,Pass,0.0174594131105956,86.1483285695308,999,1,
S17-A29,Alt1-9 Cell6,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A30,Alt1-9 Cell6,Unknown,1,IFNAR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S17-A31,Alt1-9 Cell6,Unknown,1,IL25,Test,14.443502790267,1,Pass,0.0174594131105956,84.6573033853207,999,1,
S17-A32,Alt1-9 Cell6,Unknown,1,IL7R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S17-A33,Alt1-9 Cell6,Unknown,1,JAK2,Test,15.7234684544321,0,Fail,0.0174594131105956,999,999,0,
S17-A34,Alt1-9 Cell6,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A35,Alt1-9 Cell6,Unknown,1,STAT3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A36,Alt1-9 Cell6,Unknown,1,TNFRSF1B,Test,27.4776256884835,0,Fail,0.0174594131105956,999,71.0772638704895,0,
S17-A37,Alt1-9 Cell6,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A38,Alt1-9 Cell6,Unknown,1,CCR6,Test,15.5522257401422,1,Pass,0.0174594131105956,84.6051701594673,999,1,
S17-A39,Alt1-9 Cell6,Unknown,1,CD52,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A40,Alt1-9 Cell6,Unknown,1,CXCR4,Test,15.2548305262742,1,Pass,0.0174594131105956,81.8730255009861,999,1,
S17-A41,Alt1-9 Cell6,Unknown,1,ICAM1,Test,17.3145963696304,0,Fail,0.0174594131105956,999,88.9921450092137,0,
S17-A42,Alt1-9 Cell6,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A43,Alt1-9 Cell6,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S17-A44,Alt1-9 Cell6,Unknown,1,IRF1,Test,24.7277062347901,0,Pass,0.0174594131105956,999,88.1963749929026,0,
S17-A45,Alt1-9 Cell6,Unknown,1,LY6E,Test,17.8621836561004,0,Fail,0.0174594131105956,999,89.8736234935131,0,
