Chip Run Info,C:\Users\Teyton Lab\Dropbox (Scripps Research)\Teyton Lab\Biomark\SMS Files\20200203-GE-96x96-TNet006-Plate2\ChipRun.bml,1362427296,96.96 (136x),GE 96x96 Fast PCR+Melt v2,ROX,EvaGreen,2/3/2020 5:25:12 PM,00:30:38,BIOMARKHD178
Application Version,4.0.1
Application Build,20130423.0820
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S62-A92,CP18 Cell6,Unknown,1,IRF9,Test,15.0038898585091,1,Pass,0.0174594131105956,87.8476964263447,999,1,
S62-A91,CP18 Cell6,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A01,PD1-ICOS- Cell11,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S32-A02,PD1-ICOS- Cell11,Unknown,1,CCR3,Test,14.9208054576707,1,Pass,0.0174594131105956,78.0063771045092,999,1,
S32-A03,PD1-ICOS- Cell11,Unknown,1,CD4,Test,999,0,Pass,0.0174594131105956,999,999,0,
S32-A04,PD1-ICOS- Cell11,Unknown,1,CXCL10,Test,15.2868886880661,1,Pass,0.0174594131105956,80.2612229678402,999,1,
S32-A05,PD1-ICOS- Cell11,Unknown,1,GSK3A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A06,PD1-ICOS- Cell11,Unknown,1,IFIT3,Test,14.3029768469991,1,Pass,0.0174594131105956,79.7096871288514,999,1,
S32-A07,PD1-ICOS- Cell11,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A08,PD1-ICOS- Cell11,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A09,PD1-ICOS- Cell11,Unknown,1,ISG15,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A10,PD1-ICOS- Cell11,Unknown,1,PPARA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A11,PD1-ICOS- Cell11,Unknown,1,SOCS3,Test,17.8771714322813,1,Pass,0.0174594131105956,86.2282772856918,999,1,
S32-A12,PD1-ICOS- Cell11,Unknown,1,TNFAIP3,Test,21.1708500717713,0,Pass,0.0174594131105956,999,82.9798310828961,0,
S32-A13,PD1-ICOS- Cell11,Unknown,1,B2M,Test,16.9034708209974,1,Pass,0.0174594131105956,83.0232351494626,999,1,
S32-A14,PD1-ICOS- Cell11,Unknown,1,CCR4,Test,17.0007572001102,0,Fail,0.0174594131105956,999,76.747979610676,0,
S32-A15,PD1-ICOS- Cell11,Unknown,1,CD40,Test,14.1581710607916,1,Pass,0.0174594131105956,87.4546482637967,999,1,
S32-A16,PD1-ICOS- Cell11,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A17,PD1-ICOS- Cell11,Unknown,1,GSK3B,Test,16.6422227197512,1,Pass,0.0174594131105956,81.1286518011831,999,1,
S32-A18,PD1-ICOS- Cell11,Unknown,1,IFNAR1,Test,28.9512597743493,0,Pass,0.0174594131105956,999,999,0,
S32-A19,PD1-ICOS- Cell11,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A20,PD1-ICOS- Cell11,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A21,PD1-ICOS- Cell11,Unknown,1,JAK1,Test,16.2125836841927,1,Pass,0.0174594131105956,81.9216967265526,999,1,
S32-A22,PD1-ICOS- Cell11,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A23,PD1-ICOS- Cell11,Unknown,1,STAT1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A24,PD1-ICOS- Cell11,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A25,PD1-ICOS- Cell11,Unknown,1,BCL2,Test,20.4660219881487,1,Pass,0.0174594131105956,85.2540908770119,999,1,
S32-A26,PD1-ICOS- Cell11,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A27,PD1-ICOS- Cell11,Unknown,1,CD44,Test,17.474144321444,1,Pass,0.0174594131105956,86.9122609303764,999,1,
S32-A28,PD1-ICOS- Cell11,Unknown,1,CXCR3,Test,16.605847710382,1,Pass,0.0174594131105956,86.1020257794569,999,1,
S32-A29,PD1-ICOS- Cell11,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A30,PD1-ICOS- Cell11,Unknown,1,IFNAR2,Test,17.3838957717546,1,Pass,0.0174594131105956,81.2558068912174,999,1,
S32-A31,PD1-ICOS- Cell11,Unknown,1,IL25,Test,14.7270669817188,1,Pass,0.0174594131105956,84.5950826180985,999,1,
S32-A32,PD1-ICOS- Cell11,Unknown,1,IL7R,Test,13.7988266122885,1,Pass,0.0174594131105956,80.754806721439,999,1,
S32-A33,PD1-ICOS- Cell11,Unknown,1,JAK2,Test,14.7409596716724,0,Fail,0.0174594131105956,999,999,0,
S32-A34,PD1-ICOS- Cell11,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A35,PD1-ICOS- Cell11,Unknown,1,STAT3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A36,PD1-ICOS- Cell11,Unknown,1,TNFRSF1B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A37,PD1-ICOS- Cell11,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A38,PD1-ICOS- Cell11,Unknown,1,CCR6,Test,15.2612543185522,1,Pass,0.0174594131105956,84.6265412598625,999,1,
S32-A39,PD1-ICOS- Cell11,Unknown,1,CD52,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A40,PD1-ICOS- Cell11,Unknown,1,CXCR4,Test,13.9330491620853,1,Pass,0.0174594131105956,81.8966781885952,999,1,
S32-A41,PD1-ICOS- Cell11,Unknown,1,ICAM1,Test,16.589928245744,0,Fail,0.0174594131105956,999,89.009012586293,0,
S32-A42,PD1-ICOS- Cell11,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A43,PD1-ICOS- Cell11,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A44,PD1-ICOS- Cell11,Unknown,1,IRF1,Test,16.9978275358062,1,Pass,0.0174594131105956,83.0924388879744,999,1,
S32-A45,PD1-ICOS- Cell11,Unknown,1,LY6E,Test,17.3014226873682,0,Fail,0.0174594131105956,999,89.8392647039405,0,
S32-A46,PD1-ICOS- Cell11,Unknown,1,PTEN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A47,PD1-ICOS- Cell11,Unknown,1,STAT4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A48,PD1-ICOS- Cell11,Unknown,1,TRAF2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A54,PD1-ICOS- Cell11,Unknown,1,IFNGR1,Test,18.6934095992007,0,Fail,0.0174594131105956,999,78.5120592790726,0,
S32-A53,PD1-ICOS- Cell11,Unknown,1,ICOS,Test,24.2117035830504,0,Pass,0.0174594131105956,999,78.8938663374471,0,
S32-A52,PD1-ICOS- Cell11,Unknown,1,FOXP3,Test,25.7531601961546,0,Fail,0.0174594131105956,999,999,0,
S32-A51,PD1-ICOS- Cell11,Unknown,1,CD53,Test,16.5711253652237,1,Pass,0.0174594131105956,81.1120651882791,999,1,
S32-A50,PD1-ICOS- Cell11,Unknown,1,CCR7,Test,13.5951627919543,1,Pass,0.0174594131105956,81.4245490744847,999,1,
S32-A49,PD1-ICOS- Cell11,Unknown,1,C3,Test,19.290764320617,0,Fail,0.0174594131105956,999,86.5596729897359,0,
S32-A60,PD1-ICOS- Cell11,Unknown,1,TYK2,Test,21.3291655769056,1,Pass,0.0174594131105956,84.8554881421155,999,1,
S32-A59,PD1-ICOS- Cell11,Unknown,1,STAT5B,Test,16.0953842720252,0,Fail,0.0174594131105956,999,999,0,
S32-A58,PD1-ICOS- Cell11,Unknown,1,RAC1,Test,16.3442382416325,0,Fail,0.0174594131105956,999,81.748147389213,0,
S32-A57,PD1-ICOS- Cell11,Unknown,1,NFKB1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A56,PD1-ICOS- Cell11,Unknown,1,IRF2,Test,17.899170538728,1,Pass,0.0174594131105956,81.7618031183313,999,1,
S32-A55,PD1-ICOS- Cell11,Unknown,1,IL3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A66,PD1-ICOS- Cell11,Unknown,1,IL10,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A65,PD1-ICOS- Cell11,Unknown,1,IFI44,Test,13.747197952731,1,Pass,0.0174594131105956,79.5200686176382,999,1,
S32-A64,PD1-ICOS- Cell11,Unknown,1,FYN,Test,14.9613474599511,1,Pass,0.0174594131105956,77.5650201037256,999,1,
S32-A63,PD1-ICOS- Cell11,Unknown,1,CD8A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A62,PD1-ICOS- Cell11,Unknown,1,CD274,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A61,PD1-ICOS- Cell11,Unknown,1,C5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A72,PD1-ICOS- Cell11,Unknown,1,VAV1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A71,PD1-ICOS- Cell11,Unknown,1,TBX21,Test,25.9964425791208,0,Fail,0.0174594131105956,999,88.1930216497752,0,
S32-A70,PD1-ICOS- Cell11,Unknown,1,RAC2,Test,17.1467519059008,1,Pass,0.0174594131105956,82.0537448176882,999,1,
S32-A69,PD1-ICOS- Cell11,Unknown,1,NLRP3,Test,18.137659212951,1,Pass,0.0174594131105956,83.8045927253883,999,1,
S32-A68,PD1-ICOS- Cell11,Unknown,1,IRF4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A67,PD1-ICOS- Cell11,Unknown,1,IL4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A78,PD1-ICOS- Cell11,Unknown,1,IL12RB1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S32-A77,PD1-ICOS- Cell11,Unknown,1,IFI44L,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A76,PD1-ICOS- Cell11,Unknown,1,GAPDH,Test,15.5698309557812,1,Pass,0.0174594131105956,81.0700392464454,999,1,
S32-A75,PD1-ICOS- Cell11,Unknown,1,CDC42,Test,13.7483423675844,0,Pass,0.0174594131105956,999,999,0,
S32-A74,PD1-ICOS- Cell11,Unknown,1,CD28,Test,17.2912494232179,1,Pass,0.0174594131105956,80.2406750923594,999,1,
S32-A73,PD1-ICOS- Cell11,Unknown,1,CCR1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A84,PD1-ICOS- Cell11,Unknown,1,ZAP70,Test,999,0,Pass,0.0174594131105956,999,999,0,
S32-A83,PD1-ICOS- Cell11,Unknown,1,TGFBR2,Test,17.8059309167866,1,Pass,0.0174594131105956,80.9719094513789,999,1,
S32-A82,PD1-ICOS- Cell11,Unknown,1,RORC,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A81,PD1-ICOS- Cell11,Unknown,1,NR4A1,Test,21.9402358254061,0,Fail,0.0174594131105956,999,91.061550921277,0,
S32-A80,PD1-ICOS- Cell11,Unknown,1,IRF7,Test,999,0,Pass,0.0174594131105956,999,999,0,
S32-A79,PD1-ICOS- Cell11,Unknown,1,IL4R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S32-A90,PD1-ICOS- Cell11,Unknown,1,IL17A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A89,PD1-ICOS- Cell11,Unknown,1,IFIT1,Test,14.74544764689,1,Pass,0.0174594131105956,80.1874275663762,999,1,
S32-A88,PD1-ICOS- Cell11,Unknown,1,GATA3,Test,19.7461592115529,1,Pass,0.0174594131105956,87.8144488101429,999,1,
S32-A87,PD1-ICOS- Cell11,Unknown,1,CTLA4,Test,14.3692839093259,1,Pass,0.0174594131105956,84.1502274024983,999,1,
S32-A86,PD1-ICOS- Cell11,Unknown,1,CD3E,Test,14.784064473954,0,Pass,0.0174594131105956,999,999,0,
S32-A85,PD1-ICOS- Cell11,Unknown,1,CCR2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A96,PD1-ICOS- Cell11,Unknown,1,ZEB2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A95,PD1-ICOS- Cell11,Unknown,1,TNF,Test,15.9603474123854,0,Pass,0.0174594131105956,999,88.7262217516345,0,
S32-A94,PD1-ICOS- Cell11,Unknown,1,RPL13A,Test,14.7112674808665,0,Pass,0.0174594131105956,999,90.0260549845917,0,
S32-A93,PD1-ICOS- Cell11,Unknown,1,PDCD1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S32-A92,PD1-ICOS- Cell11,Unknown,1,IRF9,Test,15.3193849389707,1,Pass,0.0174594131105956,87.817954821768,999,1,
S32-A91,PD1-ICOS- Cell11,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A01,CP13 Cell19,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A02,CP13 Cell19,Unknown,1,CCR3,Test,15.0424621375856,1,Pass,0.0174594131105956,78.0149430067554,999,1,
S61-A03,CP13 Cell19,Unknown,1,CD4,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A04,CP13 Cell19,Unknown,1,CXCL10,Test,15.8199107467084,1,Pass,0.0174594131105956,80.314584023267,999,1,
S61-A05,CP13 Cell19,Unknown,1,GSK3A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A06,CP13 Cell19,Unknown,1,IFIT3,Test,15.8870363976803,1,Pass,0.0174594131105956,79.70988020479,999,1,
S61-A07,CP13 Cell19,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A08,CP13 Cell19,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A09,CP13 Cell19,Unknown,1,ISG15,Test,27.1734091897274,0,Fail,0.0174594131105956,999,999,0,
S61-A10,CP13 Cell19,Unknown,1,PPARA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A11,CP13 Cell19,Unknown,1,SOCS3,Test,18.01575835659,1,Pass,0.0174594131105956,86.2123645490036,999,1,
S61-A12,CP13 Cell19,Unknown,1,TNFAIP3,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A13,CP13 Cell19,Unknown,1,B2M,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A14,CP13 Cell19,Unknown,1,CCR4,Test,17.8700847234004,0,Fail,0.0174594131105956,999,76.6940226028329,0,
S61-A15,CP13 Cell19,Unknown,1,CD40,Test,14.8832338869925,1,Pass,0.0174594131105956,87.5781666390188,999,1,
S61-A16,CP13 Cell19,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A17,CP13 Cell19,Unknown,1,GSK3B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A18,CP13 Cell19,Unknown,1,IFNAR1,Test,26.5285524934465,0,Pass,0.0174594131105956,999,78.685478813656,0,
S61-A19,CP13 Cell19,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A20,CP13 Cell19,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A21,CP13 Cell19,Unknown,1,JAK1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A22,CP13 Cell19,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A23,CP13 Cell19,Unknown,1,STAT1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A24,CP13 Cell19,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A25,CP13 Cell19,Unknown,1,BCL2,Test,17.7166837124537,1,Pass,0.0174594131105956,85.3656365803223,999,1,
S61-A26,CP13 Cell19,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A27,CP13 Cell19,Unknown,1,CD44,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A28,CP13 Cell19,Unknown,1,CXCR3,Test,17.4306616324636,1,Pass,0.0174594131105956,86.2047261391693,999,1,
S61-A29,CP13 Cell19,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A30,CP13 Cell19,Unknown,1,IFNAR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A31,CP13 Cell19,Unknown,1,IL25,Test,15.3219415788482,1,Pass,0.0174594131105956,84.6971260546895,999,1,
S61-A32,CP13 Cell19,Unknown,1,IL7R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A33,CP13 Cell19,Unknown,1,JAK2,Test,16.4290300566625,0,Fail,0.0174594131105956,999,999,0,
S61-A34,CP13 Cell19,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A35,CP13 Cell19,Unknown,1,STAT3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A36,CP13 Cell19,Unknown,1,TNFRSF1B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A37,CP13 Cell19,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A38,CP13 Cell19,Unknown,1,CCR6,Test,15.618846785518,1,Pass,0.0174594131105956,84.6727648916171,999,1,
S61-A39,CP13 Cell19,Unknown,1,CD52,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A40,CP13 Cell19,Unknown,1,CXCR4,Test,16.7205769103824,1,Pass,0.0174594131105956,81.9615331970632,999,1,
S61-A41,CP13 Cell19,Unknown,1,ICAM1,Test,17.1965528608554,0,Fail,0.0174594131105956,999,88.9242962507921,0,
S61-A42,CP13 Cell19,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A43,CP13 Cell19,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A44,CP13 Cell19,Unknown,1,IRF1,Test,22.8854915867596,0,Pass,0.0174594131105956,999,88.1243272993082,0,
S61-A45,CP13 Cell19,Unknown,1,LY6E,Test,19.3239593974793,0,Fail,0.0174594131105956,999,89.8521561580306,0,
S61-A46,CP13 Cell19,Unknown,1,PTEN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A47,CP13 Cell19,Unknown,1,STAT4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A48,CP13 Cell19,Unknown,1,TRAF2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A54,CP13 Cell19,Unknown,1,IFNGR1,Test,23.2687053596086,0,Fail,0.0174594131105956,999,78.0894143621353,0,
S61-A53,CP13 Cell19,Unknown,1,ICOS,Test,24.4149768879867,0,Pass,0.0174594131105956,999,78.9283604751196,0,
S61-A52,CP13 Cell19,Unknown,1,FOXP3,Test,26.5722743548664,0,Fail,0.0174594131105956,999,999,0,
S61-A51,CP13 Cell19,Unknown,1,CD53,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A50,CP13 Cell19,Unknown,1,CCR7,Test,15.1587769611876,1,Pass,0.0174594131105956,81.4391217639206,999,1,
S61-A49,CP13 Cell19,Unknown,1,C3,Test,23.5107835684208,0,Fail,0.0174594131105956,999,86.7296022863613,0,
S61-A60,CP13 Cell19,Unknown,1,TYK2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A59,CP13 Cell19,Unknown,1,STAT5B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A58,CP13 Cell19,Unknown,1,RAC1,Test,16.677141545748,0,Fail,0.0174594131105956,999,999,0,
S61-A57,CP13 Cell19,Unknown,1,NFKB1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A56,CP13 Cell19,Unknown,1,IRF2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A55,CP13 Cell19,Unknown,1,IL3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A66,CP13 Cell19,Unknown,1,IL10,Test,18.1834083975275,0,Fail,0.0174594131105956,999,999,0,
S61-A65,CP13 Cell19,Unknown,1,IFI44,Test,19.7425965000043,1,Pass,0.0174594131105956,79.5320395151736,999,1,
S61-A64,CP13 Cell19,Unknown,1,FYN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A63,CP13 Cell19,Unknown,1,CD8A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A62,CP13 Cell19,Unknown,1,CD274,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A61,CP13 Cell19,Unknown,1,C5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A72,CP13 Cell19,Unknown,1,VAV1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A71,CP13 Cell19,Unknown,1,TBX21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A70,CP13 Cell19,Unknown,1,RAC2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A69,CP13 Cell19,Unknown,1,NLRP3,Test,18.3458981569562,1,Pass,0.0174594131105956,83.7514658608729,999,1,
S61-A68,CP13 Cell19,Unknown,1,IRF4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A67,CP13 Cell19,Unknown,1,IL4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A78,CP13 Cell19,Unknown,1,IL12RB1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A77,CP13 Cell19,Unknown,1,IFI44L,Test,22.0212843428089,0,Fail,0.0174594131105956,999,82.2937729954421,0,
S61-A76,CP13 Cell19,Unknown,1,GAPDH,Test,16.3287453732952,1,Pass,0.0174594131105956,81.0211575335216,999,1,
S61-A75,CP13 Cell19,Unknown,1,CDC42,Test,14.5509406352628,1,Pass,0.0174594131105956,78.1808414113704,72.249762076033,0.936694660904786,
S61-A74,CP13 Cell19,Unknown,1,CD28,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A73,CP13 Cell19,Unknown,1,CCR1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A84,CP13 Cell19,Unknown,1,ZAP70,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A83,CP13 Cell19,Unknown,1,TGFBR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A82,CP13 Cell19,Unknown,1,RORC,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A81,CP13 Cell19,Unknown,1,NR4A1,Test,20.1610357127056,0,Fail,0.0174594131105956,999,91.1080457015964,0,
S61-A80,CP13 Cell19,Unknown,1,IRF7,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A79,CP13 Cell19,Unknown,1,IL4R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A90,CP13 Cell19,Unknown,1,IL17A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A89,CP13 Cell19,Unknown,1,IFIT1,Test,14.9355157819,1,Pass,0.0174594131105956,80.2063075152736,999,1,
S61-A88,CP13 Cell19,Unknown,1,GATA3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A87,CP13 Cell19,Unknown,1,CTLA4,Test,15.7277347637003,1,Pass,0.0174594131105956,84.1652389711562,999,1,
S61-A86,CP13 Cell19,Unknown,1,CD3E,Test,999,0,Pass,0.0174594131105956,999,999,0,
S61-A85,CP13 Cell19,Unknown,1,CCR2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A96,CP13 Cell19,Unknown,1,ZEB2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A95,CP13 Cell19,Unknown,1,TNF,Test,16.4714139701212,0,Pass,0.0174594131105956,999,88.7511736061991,0,
S61-A94,CP13 Cell19,Unknown,1,RPL13A,Test,16.9935104452587,1,Pass,0.0174594131105956,88.9712009501869,999,1,
S61-A93,CP13 Cell19,Unknown,1,PDCD1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S61-A92,CP13 Cell19,Unknown,1,IRF9,Test,15.4316478918734,1,Pass,0.0174594131105956,87.8481669123614,999,1,
S61-A91,CP13 Cell19,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A01,PD1-ICOS- Cell3,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S31-A02,PD1-ICOS- Cell3,Unknown,1,CCR3,Test,15.6081280202005,1,Pass,0.0174594131105956,77.9986410840607,999,1,
S31-A03,PD1-ICOS- Cell3,Unknown,1,CD4,Test,999,0,Pass,0.0174594131105956,999,999,0,
S31-A04,PD1-ICOS- Cell3,Unknown,1,CXCL10,Test,14.7145914104315,1,Pass,0.0174594131105956,80.1730945108068,999,1,
S31-A05,PD1-ICOS- Cell3,Unknown,1,GSK3A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A06,PD1-ICOS- Cell3,Unknown,1,IFIT3,Test,14.7925703929122,1,Pass,0.0174594131105956,79.6826556678493,999,1,
S31-A07,PD1-ICOS- Cell3,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A08,PD1-ICOS- Cell3,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A09,PD1-ICOS- Cell3,Unknown,1,ISG15,Test,24.578858310719,0,Fail,0.0174594131105956,999,91.5759361070761,0,
S31-A10,PD1-ICOS- Cell3,Unknown,1,PPARA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A11,PD1-ICOS- Cell3,Unknown,1,SOCS3,Test,18.3507486614107,1,Pass,0.0174594131105956,86.1905343534234,999,1,
S31-A12,PD1-ICOS- Cell3,Unknown,1,TNFAIP3,Test,16.5438115359971,1,Pass,0.0174594131105956,84.1047011148667,65.8684004728098,0.928973379157809,
S31-A13,PD1-ICOS- Cell3,Unknown,1,B2M,Test,12.0186611206894,1,Pass,0.0174594131105956,83.0566056492997,999,1,
S31-A14,PD1-ICOS- Cell3,Unknown,1,CCR4,Test,15.7610432837495,0,Fail,0.0174594131105956,84.7461351088317,76.0082133912138,0.78001265224818,
S31-A15,PD1-ICOS- Cell3,Unknown,1,CD40,Test,15.4888035054654,1,Pass,0.0174594131105956,87.5717174764723,999,1,
S31-A16,PD1-ICOS- Cell3,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A17,PD1-ICOS- Cell3,Unknown,1,GSK3B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A18,PD1-ICOS- Cell3,Unknown,1,IFNAR1,Test,28.3742873906008,0,Pass,0.0174594131105956,999,999,0,
S31-A19,PD1-ICOS- Cell3,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A20,PD1-ICOS- Cell3,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A21,PD1-ICOS- Cell3,Unknown,1,JAK1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S31-A22,PD1-ICOS- Cell3,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S31-A23,PD1-ICOS- Cell3,Unknown,1,STAT1,Test,16.3616760104003,1,Pass,0.0174594131105956,81.330293530663,999,1,
S31-A24,PD1-ICOS- Cell3,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
